,var_assetsavg,var_assetturnover,var_bvps,var_cor,var_de,var_debtc,var_debtusd,var_divyield,var_ebit,var_ebitda,var_ebitdamargin,var_ev,var_grossmargin,var_invcapavg,var_investments,var_liabilities,var_liabilitiesnc,var_netmargin,var_opex,var_payoutratio,var_rnd,var_roe,var_roic,var_ros,var_shareswa,var_taxexp,var_tbvps,var_workingcapital
1,8.403198e-18,2.8259785,1.0000135e-06,1.6750598e-17,1.273491e-05,0.0,0.0,0.0,8.644275e-17,6.5945095e-17,3.3317433e-06,7.863937e-14,1.8173707,6.8477225e-18,0.0,6.1491627e-18,1.0427635e-17,1.2044846e-06,9.199344e-16,0.0,3.6815653e-14,0.0026685183,0.00014781128,1.9018778e-06,5.4459276e-12,5.935918e-16,4.2400856e-07,2.448849e-16
2,5.0777925e-17,4.038215,4.015405e-07,1.679352e-16,3.8032053e-05,1.2073988e-19,2.9650585e-15,49.961063,7.995359e-16,6.0009786e-16,3.5118373e-06,6.41588e-13,1.39184,2.5422837e-17,0.0,5.4400033e-17,4.158433e-17,1.5167585e-06,6.3055225e-15,5.360601,0.0,0.0060529807,0.0003647601,2.0377263e-06,4.020976e-11,4.5165495e-15,2.4926408e-07,5.8102246e-16
3,2.7309787e-16,1.9020019,1.2683286e-06,4.4006647e-16,0.00015148068,4.802317e-17,1.2565209e-11,6.443576,4.3688714e-15,2.281455e-15,5.267756e-06,3.3986384e-12,1.2854573,2.8691761e-16,0.0,7.1394544e-16,2.9052455e-15,3.390401e-06,1.433156e-14,0.23276162,0.0,0.01692231,0.00017641993,4.3471496e-06,4.1926566e-11,-2.1501291e-14,1.1639028e-06,6.8399846e-15
4,3.577536e-17,0.85963273,3.0263567e-07,1.8476813e-17,0.0002877658,0.0,1.2723199e-13,0.0,-1.9414791e-15,-8.2214193e-16,-3.219184e-05,1.2007033e-12,2.203008,-7.12237e-18,0.0,2.6428916e-16,8.4589575e-16,-3.4885445e-05,4.050733e-15,0.0,1.795433e-13,-0.047447555,0.0031684064,-3.278475e-05,3.423596e-11,0.0,2.3357768e-07,-5.5645544e-16
5,1.1141203e-15,1.2122366,2.3267858e-06,7.435154e-16,3.1038646e-05,1.4757097e-16,1.7286955e-11,0.9338516,5.6378297e-15,6.4961413e-15,5.7630155e-06,1.8105724e-11,2.3891776,4.7428906e-16,0.0,1.470264e-15,5.8977214e-15,9.368214e-07,7.147163e-14,0.53079766,0.0,0.001106459,0.00013827506,2.1735748e-06,2.2984437e-10,5.383097e-14,4.6697252e-07,1.1958916e-14
8,1.6982637e-16,3.5028746,9.686534e-07,4.981957e-16,5.093964e-05,4.664137e-17,3.678963e-12,1.3073922,5.613272e-15,3.153586e-15,6.3933453e-06,3.7256582e-12,1.3253508,1.4026352e-16,0.0,2.805122e-16,9.85053e-16,2.7658534e-06,1.28136535e-14,0.12194684,0.0,0.011455103,0.00046489033,4.890543e-06,6.415249e-11,3.730576e-14,4.810501e-07,3.7265303e-15
9,1.2773191e-17,4.362508,3.535903e-06,4.939786e-17,3.660747e-05,4.1588183e-19,1.6972747e-13,0.0,-1.0506783e-15,-4.205054e-16,-9.094759e-06,1.7250552e-13,1.1436137,1.1196704e-17,0.0,1.8152406e-17,3.8691075e-17,-6.7361916e-06,7.999941e-16,0.0,0.0,-0.028963186,-0.0010895121,-9.781086e-06,1.5825862e-12,-8.06428e-15,2.1788396e-06,6.166623e-16
10,1.7328375e-18,5.0033717,1.9452017e-07,8.6498335e-18,0.00016201397,3.047954e-17,7.977738e-14,0.0,5.3523065e-18,5.872959e-18,8.1042396e-07,1.6113159e-14,0.73138094,1.3797451e-18,0.0,4.9028736e-18,9.403493e-19,-8.029897e-07,1.2980801e-16,0.0,0.0,-0.009893043,4.5297005e-05,3.1697965e-07,1.7548696e-12,0.0,3.000164e-07,1.0875035e-17
13,5.4583713e-18,0.1467038,6.993515e-07,0.0,1.545457e-05,3.6531485e-17,9.038134e-14,0.0,-5.8275057e-16,-2.4506156e-16,-0.00037040882,7.443252e-15,4.4326115,1.6252654e-19,8.534976e-18,4.0708077e-18,0.0,-0.00037771746,7.540445e-16,0.0,2.6133097e-13,-0.04380275,-0.04166371,-0.00038019443,4.2465783e-12,-8.4160816e-17,3.1676322e-07,2.9581217e-16
14,1.2185354e-15,1.5339556,5.6291333e-06,1.427235e-15,3.198837e-05,1.2878921e-15,2.4116547e-11,2.0544734,2.6897269e-14,1.479485e-14,9.4999705e-06,2.460934e-11,1.6001728,6.2851883e-16,0.0,1.6899176e-15,7.527948e-15,4.505665e-06,3.990046e-14,0.23225561,0.0,0.007029268,0.00049826707,7.471663e-06,1.0588301e-10,1.954223e-13,1.0732214e-06,1.0542746e-14
17,7.755333e-17,3.3947773,-1.0669003e-07,2.4467693e-16,-0.000802731,9.046548e-18,3.492485e-12,0.0,-6.3343723e-16,1.4750138e-16,6.753533e-07,1.1138857e-12,0.9840397,9.018623e-17,0.0,2.7132096e-16,1.1179192e-15,-2.7658534e-06,5.479504e-15,0.0,1.5441755e-12,0.08552276,-8.1057806e-05,-1.2679186e-06,3.5748907e-11,2.5132636e-15,6.2175246e-07,2.9074681e-15
18,1.8687477e-17,2.5891933,7.5636984e-07,2.239962e-17,1.0576451e-05,9.569754e-19,2.3676214e-15,0.9338516,3.78574e-16,2.1206676e-16,5.267756e-06,4.1445596e-13,2.712758,1.5360013e-17,1.08512266e-16,1.2184395e-17,2.0140885e-17,2.8996851e-06,2.7773734e-15,0.13307893,3.7032093e-13,0.005402122,0.00028608635,4.0754526e-06,1.7156315e-11,2.3494902e-15,3.1413052e-07,9.698934e-16
19,2.7455744e-17,1.4438741,5.019805e-07,2.335179e-17,4.942872e-05,0.0,1.2137489e-12,0.0,2.4730247e-16,1.9333846e-16,5.8530622e-06,3.847977e-13,2.2473342,2.7839167e-17,3.0355032e-16,6.2766247e-17,2.7623113e-16,2.7658534e-06,2.0586138e-15,0.0,5.004744e-13,0.004295664,0.000102514285,3.2603618e-06,2.8533374e-11,-1.1636887e-15,3.0403856e-07,2.3436178e-15
21,2.5467473e-17,0.2136213,6.2369264e-07,0.0,7.9863e-06,1.0821872e-17,1.04850224e-13,0.0,-1.5302807e-15,-6.318823e-16,-0.00013921283,7.7402055e-13,4.4326115,2.0813934e-17,4.2231326e-16,1.475153e-17,5.008313e-17,-0.0001447612,2.7708673e-15,0.0,9.671014e-13,-0.020111516,-0.000853491,-0.00014549366,3.340287e-11,0.0,2.4644856e-07,2.4252768e-15
22,5.18547e-17,3.168287,1.5472797e-06,1.2466203e-16,6.686908e-05,1.1112541e-17,8.1410773e-13,2.5213995,1.2423466e-15,6.703226e-16,4.9075675e-06,7.727659e-13,1.6179032,4.242798e-17,2.209148e-17,1.06384843e-16,3.6299314e-16,2.3643586e-06,4.9782024e-15,0.2008834,0.0,0.011455103,0.0003409196,3.939604e-06,1.1603329e-11,7.2537056e-15,1.1674496e-06,1.4648855e-15
23,2.0776428e-16,1.3126129,1.05154925e-07,3.2764936e-16,0.00012549284,5.5898095e-18,1.3829564e-14,0.0,-1.5097983e-14,-5.7132317e-15,-2.5213192e-05,2.0402397e-12,-0.026595669,-3.3047276e-18,1.1730785e-17,5.150438e-16,1.7314851e-15,-2.8327693e-05,1.754808e-14,0.0,0.0,-0.06638753,0.05308809,-2.875458e-05,4.4052187e-10,-2.6770368e-15,8.629357e-08,5.197057e-15
25,9.727025e-18,0.7103552,1.7443218e-06,1.5052207e-18,3.7384518e-05,1.0219407e-16,2.55704e-13,0.0,-2.3525572e-16,-8.464736e-17,-1.4722703e-05,1.5312705e-13,3.6258762,3.942025e-18,1.7604984e-17,1.4576052e-17,1.1383124e-18,-2.4268136e-05,1.264269e-15,0.0,3.7306418e-13,-0.023430893,-0.0006937594,-1.7660293e-05,2.5232928e-12,-1.6619258e-16,4.5677086e-07,-2.8974355e-16
26,2.5864354e-18,3.3896298,6.8202674e-08,9.354673e-18,0.00024248134,2.1487112e-17,1.1590463e-13,0.0,2.1602581e-16,1.1589309e-16,1.5893314e-05,2.7950668e-14,0.4698568,3.149063e-18,0.0,6.731284e-18,1.6183797e-17,1.1420299e-05,1.0549075e-16,0.0,0.0,0.68860793,0.0007962737,1.2815033e-05,4.5946016e-12,0.0,1.504287e-07,-9.214151e-18
28,6.128235e-15,0.75153524,8.680052e-06,2.9726759e-15,6.820732e-05,9.033132e-16,2.5215166e-10,1.2140071,2.1342786e-14,2.7159876e-14,7.0686983e-06,1.4627298e-10,2.0390012,4.0916003e-15,4.000268e-17,1.4588711e-14,6.904528e-14,-3.122738e-07,2.0503433e-13,-3.483328,1.7686354e-11,-0.00039051488,5.9601327e-05,2.3999887e-06,2.78021e-10,-8.983345e-15,1.9270524e-06,4.0390956e-14
29,2.311874e-17,1.3126129,5.116297e-07,1.9795421e-17,5.266641e-06,0.0,0.0,0.0,-3.0540723e-17,3.3917906e-17,1.3507066e-06,3.2914147e-13,2.007973,1.310665e-17,1.2896114e-16,8.4068094e-18,5.6912647e-19,-4.9071593e-07,1.6711143e-15,0.0,4.2362736e-13,-0.00039051488,-2.6224583e-05,-5.433937e-07,3.529136e-11,-8.2923186e-18,1.781816e-07,1.7770057e-15
30,3.2335528e-16,3.7422338,8.3707266e-07,1.3087742e-15,2.982991e-05,3.88693e-17,4.020088e-12,0.0,1.7208477e-15,3.1441965e-15,3.1066254e-06,7.5518715e-12,0.41666546,2.1427748e-16,0.0,4.5438415e-16,1.065762e-15,4.461054e-07,1.0532581e-14,0.0,1.6210431e-13,0.0015620595,9.2978065e-05,7.245249e-07,2.0538868e-10,6.9385974e-15,4.3596535e-07,1.302251e-14
31,1.1951054e-18,5.0883055,2.9397327e-07,3.2947495e-18,9.58356e-06,2.0123314e-19,1.4935929e-15,0.0,6.082477e-17,3.0815704e-17,6.0781804e-06,5.789452e-14,2.4202058,8.776982e-19,3.3692005e-19,8.120959e-19,4.669766e-19,8.743666e-06,2.8267578e-16,0.0,2.9692194e-14,0.033519194,0.0008058099,5.207523e-06,3.2541552e-12,-9.987628e-16,1.1978717e-07,8.181972e-17
34,4.8542502e-17,2.9701085,4.3048829e-07,9.133941e-17,2.4347422e-05,1.7879865e-17,9.299408e-13,0.0,1.8888091e-15,1.1726438e-15,9.770111e-06,2.2590992e-12,2.0833273,4.778541e-17,0.0,5.791672e-17,1.9063444e-16,3.5242329e-06,4.996341e-15,0.0,3.149992e-13,0.010153387,0.00046012225,6.792421e-06,6.235112e-11,1.5435295e-14,1.8798103e-07,2.251012e-15
35,2.9869992e-15,2.9083383,2.8707623e-06,9.221287e-15,5.19757e-05,2.262755e-15,3.0856522e-11,1.2140071,8.206703e-14,4.0509862e-14,5.6279446e-06,5.851243e-11,0.49201986,9.146208e-16,0.0,5.5808227e-15,1.1065819e-14,3.122738e-06,0.0,0.11891082,0.0,0.011650361,0.0010418312,4.890543e-06,4.221352e-10,5.9151875e-13,1.2145454e-06,3.1582426e-14
36,6.149929e-17,1.8788382,1.1942046e-06,9.842969e-17,6.876852e-05,0.0,2.1565822e-12,0.0,1.2809542e-15,6.8764565e-16,7.158745e-06,6.2680183e-13,1.2721595,4.860243e-17,0.0,1.2459661e-16,5.2706826e-16,2.5874112e-06,1.9933688e-15,0.0,2.245425e-13,0.007680126,0.00030515878,5.7509164e-06,1.711815e-11,4.8206013e-15,5.0609714e-07,1.3049184e-15
37,7.805845e-17,2.4502108,9.1909135e-07,1.3138836e-16,3.125449e-05,2.1737651e-17,9.792105e-13,0.0,8.2718924e-16,7.443671e-16,4.68245e-06,1.536209e-12,1.8794272,5.539259e-17,1.0276688e-16,1.03389047e-16,3.189037e-16,1.2490952e-06,7.587961e-15,0.0,1.0827017e-12,0.0033193764,0.00017403587,2.2641402e-06,4.058954e-11,3.9374695e-15,3.9281855e-07,2.5951779e-15
39,5.1231085e-15,2.0795908,6.1722326e-06,9.875088e-15,5.6853823e-05,5.0487157e-15,8.25459e-11,1.5875478,1.3308731e-13,7.352073e-14,8.284334e-06,6.899372e-11,0.992905,4.6820267e-15,4.9528316e-15,9.149319e-15,3.194014e-14,3.2565695e-06,1.4975078e-13,0.12650087,4.8235513e-12,0.009502528,0.00033138337,6.4754413e-06,2.9416047e-10,1.221044e-12,4.449823e-06,2.4174368e-14
43,9.360283e-18,2.3266706,2.450691e-07,1.6281442e-17,1.0231098e-05,0.0,0.0,0.0,-3.3916277e-16,-9.852162e-17,-5.44785e-06,1.774533e-14,1.6577967,4.121524e-18,3.750251e-20,5.4228046e-18,9.548942e-19,-1.2134068e-05,1.2964066e-15,0.0,9.2348336e-14,-0.020241687,-0.00095600524,-8.105622e-06,2.4395342e-11,4.1178274e-15,8.84509e-08,4.1028362e-16
46,2.7879494e-16,1.5674143,2.8597972e-06,3.8872965e-16,3.5226058e-05,3.6317663e-16,7.3200985e-12,0.37354067,9.911923e-15,5.504295e-15,1.5172939e-05,9.051737e-12,1.1303159,3.2113203e-16,1.360166e-16,4.4720915e-16,1.8687732e-15,7.2269077e-06,1.1632703e-15,0.046552323,0.0,0.011455103,0.00035760796,1.1773529e-05,5.007037e-11,6.8422685e-14,1.5537961e-06,2.6252158e-15
47,4.4107924e-15,2.1259181,1.2660258e-06,1.5720556e-15,5.210521e-05,1.9765567e-15,1.3677992e-10,0.0,5.260815e-13,2.3955114e-13,3.0706065e-05,2.7511615e-10,3.8120458,2.401234e-15,9.6981495e-15,9.05023e-15,3.168296e-14,2.306365e-05,2.2182888e-13,0.0,6.0913254e-11,0.059423346,0.0025461684,2.9116844e-05,1.54825e-09,2.0579586e-12,6.4584884e-07,1.6535948e-13
50,1.4906482e-19,2.0641482,-2.121739e-07,6.611381e-19,-6.065271e-05,0.0,6.289686e-14,0.0,-1.2388937e-16,-5.2658986e-17,-0.00020575766,3.227453e-14,-3.5372238,3.4425228e-19,0.0,2.9115436e-18,1.3823344e-17,-0.00021935003,1.2703453e-16,0.0,2.1685368e-14,0.09190117,-0.0041816286,-0.00020893486,2.5538436e-12,0.0,2.8630451e-08,1.2708885e-17
51,8.3458065e-18,0.11581879,4.1557578e-07,1.831377e-18,1.9339797e-05,3.7384647e-18,3.3567116e-14,0.0,-2.8969038e-16,-8.819933e-17,-0.00011012762,7.680825e-14,-2.624106,6.1867477e-18,4.7550683e-17,6.887743e-18,2.195066e-17,-8.4760024e-05,6.917795e-16,0.0,2.523707e-13,-0.008070641,-0.0005435641,-0.0001561804,9.664077e-12,-3.2029081e-15,2.0070567e-07,1.9360435e-16
53,9.040271e-18,2.5737507,1.5691e-07,1.3301023e-17,1.4461679e-05,2.188075e-17,1.2337077e-13,0.0,1.1108965e-16,9.517454e-17,4.9075675e-06,1.7668838e-13,2.3093908,8.457521e-18,0.0,7.132627e-18,1.5402133e-17,1.2044846e-06,1.1701439e-15,0.0,3.3197989e-13,0.0024732607,0.00015257939,2.4905544e-06,3.548281e-11,7.7118565e-16,6.695065e-08,2.817158e-16
54,4.5732315e-16,0.8441903,2.3978394e-06,1.22613e-16,4.860851e-05,3.09586e-17,1.4071935e-11,0.0,1.4851246e-15,2.7556925e-15,8.599499e-06,5.3683867e-12,3.253537,2.1895619e-16,1.9791325e-17,7.890078e-16,3.3703384e-15,-1.8736428e-06,3.0230176e-14,0.0,0.0,-0.0020827462,7.867375e-05,1.9924435e-06,7.637478e-11,-1.6926005e-14,2.5324968e-07,-8.718478e-16
55,4.2378374e-18,4.854094,1.5932231e-07,1.4753325e-17,0.00010610986,2.4747206e-17,6.1226245e-14,0.0,-2.3485995e-16,-9.33988e-17,-5.44785e-06,9.62687e-14,1.7686119,1.2882891e-18,0.0,1.0196077e-17,1.5144955e-18,-6.067034e-06,1.1708056e-15,0.0,8.2742454e-14,-0.054606996,-0.0021194231,-5.9320473e-06,6.8030356e-12,-1.1609246e-16,1.6629794e-07,6.593961e-17
56,1.6826051e-17,4.7151117,6.4364905e-08,7.408643e-17,0.00022439344,1.4883538e-16,4.922824e-13,0.0,-4.675776e-16,-1.948575e-16,-2.9715547e-06,1.8440712e-13,0.96630925,1.1436698e-17,4.0380357e-17,4.066349e-17,2.6713371e-17,-4.282612e-06,2.5099257e-15,0.0,0.0,-0.054021224,-0.00047442655,-3.079231e-06,3.178241e-11,3.1309723e-16,1.2274894e-07,-1.2819142e-16
57,7.515669e-17,3.1013699,2.3180138e-07,1.0317912e-16,5.206204e-05,1.7171896e-17,1.2924004e-12,0.0,4.8652323e-15,2.4299785e-15,1.25615725e-05,5.2376324e-12,2.7881126,5.4597808e-17,0.0,1.3743402e-16,3.2466167e-16,7.316129e-06,9.7825775e-15,0.0,7.347464e-13,0.036187712,0.001034679,1.082259e-05,1.2847562e-10,2.7220918e-14,1.19202134e-07,9.834137e-16
58,1.4531333e-17,0.028311258,7.684314e-07,0.0,3.4967043e-06,4.9190326e-18,6.859464e-14,0.0,-4.503715e-16,-1.7895368e-16,-0.0005107022,7.0586175e-13,4.4326115,9.790643e-18,1.2955368e-16,3.469844e-18,1.2144539e-17,-0.0005587916,7.739697e-16,0.0,2.7953922e-13,-0.010023215,-0.0005340279,-0.00055475964,1.4609529e-11,0.0,2.7694384e-07,1.0706744e-15
59,9.097728e-19,0.49158642,1.460546e-07,1.430292e-18,1.3511955e-05,2.6294465e-18,6.5828724e-15,0.0,-2.4670713e-16,-9.403756e-17,-0.00025298735,5.101424e-15,-7.4423547,1.2223477e-19,0.0,6.0544394e-19,3.5719232e-20,-0.0002822509,2.2760355e-16,0.0,4.947232e-14,-0.0926822,-0.023451928,-0.0002865043,3.4633821e-12,0.0,5.65296e-08,3.0430645e-17
60,3.686006e-16,2.2700484,1.4287473e-06,8.1488736e-16,7.196304e-05,5.4556542e-17,7.7589385e-12,3.0817103,7.763178e-15,4.9401337e-15,7.1137224e-06,4.3988246e-12,0.8156005,3.1512995e-16,0.0,7.6018793e-16,3.1063826e-15,2.6766324e-06,7.1787745e-15,0.22112353,0.0,0.009242185,0.00028608635,4.7999774e-06,8.3447346e-11,5.5558534e-14,9.298132e-07,4.6712677e-15
61,3.0126028e-18,2.9417973,9.318108e-07,7.830074e-18,3.453535e-05,4.889205e-19,4.0881075e-15,0.0,-7.467594e-18,6.770755e-18,9.004711e-07,2.1399268e-14,1.1524789,8.249598e-19,8.282707e-18,4.319432e-18,6.195501e-19,8.922109e-08,2.638775e-16,0.0,9.229453e-15,0.00026034328,-0.00010489833,-4.5282803e-07,1.514716e-12,-2.2757785e-16,4.194745e-07,6.0697216e-17
62,5.651558e-16,3.9584286,1.6994746e-06,2.0266619e-15,0.0001542435,4.5429056e-16,2.2222793e-11,2.4280143,1.4951292e-14,9.283401e-15,4.9976147e-06,1.3474828e-11,1.0682594,4.8579357e-16,2.432738e-16,1.4848075e-15,4.9272038e-15,2.1859164e-06,3.979761e-14,0.2332676,5.5578233e-12,0.023430893,0.00035760796,3.486776e-06,6.390589e-11,6.764804e-14,1.6999833e-06,3.1206267e-15
63,2.152951e-16,2.9520922,1.4594495e-06,4.0596937e-16,8.888536e-05,0.0,4.4201717e-12,0.4669258,5.5229593e-15,2.8477246e-15,5.4028264e-06,2.9010078e-12,2.0611644,1.1461776e-16,0.0,5.0647896e-16,2.2458183e-15,1.7844216e-06,2.4679437e-14,0.03744426,0.0,0.010478816,0.00056025246,4.5282804e-06,4.4047623e-11,4.0902554e-14,7.1590756e-07,5.5840956e-15
64,2.6266418e-15,2.1079018,2.2402166e-05,5.1796293e-15,5.1889365e-05,7.154956e-15,2.8571084e-12,3.8287916,3.7938602e-14,2.1798713e-14,4.7274734e-06,5.27933e-13,0.96187663,1.0928562e-15,1.9746197e-15,4.3807528e-15,1.5015866e-15,2.632022e-06,6.61418e-14,0.12245285,1.2536719e-11,0.007745212,0.00040290496,3.5773419e-06,4.2512664e-11,1.5214125e-13,1.8607527e-05,8.643317e-14
66,6.5467844e-16,3.387056,1.562521e-07,1.4400745e-15,0.00016835984,1.788739e-17,2.4251523e-11,0.0,2.1074886e-14,1.3937642e-14,7.5639573e-06,1.4039359e-11,2.0212708,6.551711e-16,2.9576982e-15,1.724664e-15,5.4221793e-15,3.2565695e-06,7.766897e-14,0.0,2.896192e-11,0.03859589,0.00037429633,4.9358255e-06,7.397888e-10,2.6259009e-14,2.3675884e-07,2.5129823e-14
67,1.0235143e-17,4.902995,9.507803e-07,3.722387e-17,1.8476412e-05,4.9328952e-17,1.2599286e-13,0.0,4.933845e-16,2.3646722e-16,5.672968e-06,1.6915608e-13,1.6799598,9.204532e-18,5.450365e-19,1.0745211e-17,6.4246994e-18,2.9889063e-06,1.4422243e-15,0.0,0.0,0.012105961,0.00062223786,5.116957e-06,6.9078168e-12,4.170345e-15,4.52639e-07,6.4855883e-16
69,7.097329e-16,1.6343317,8.4310346e-07,5.6741874e-16,7.640946e-06,6.7122435e-18,1.660654e-14,0.0,2.4276928e-14,1.2835482e-14,1.3326973e-05,1.7346069e-11,2.6152406,1.9725539e-16,2.7101389e-15,3.860401e-16,4.5328185e-16,1.09295825e-05,4.4230512e-14,0.0,1.8000072e-11,0.011910704,0.0014304318,1.0867873e-05,6.742671e-10,-1.4038895e-14,2.0955443e-07,3.256473e-14
70,8.5963103e-16,1.3126129,1.5006781e-06,8.7281155e-16,7.904278e-05,7.029745e-17,3.6181114e-11,0.0,1.6734947e-14,1.0636208e-14,1.1345936e-05,2.1781198e-11,1.5602793,6.6376784e-16,0.0,1.875217e-15,8.730743e-15,5.4870966e-06,2.2533928e-14,0.0,2.683956e-12,0.012301219,0.00029323853,7.698077e-06,1.7833322e-10,-4.088113e-15,5.794101e-07,1.5952151e-14
71,4.659771e-17,2.2365894,9.082359e-07,3.5288144e-17,1.3727801e-05,2.7859612e-17,1.3131447e-13,0.0,1.169537e-15,7.7827224e-16,9.0047115e-06,1.3526111e-12,3.17375,2.811338e-17,0.0,3.896929e-17,4.5489633e-17,3.6134538e-06,6.590541e-15,0.0,3.7796854e-13,0.0059878947,0.00048396274,5.8414817e-06,3.5246618e-11,9.4967776e-15,3.729272e-07,2.5416723e-15
73,1.05286586e-16,3.0215836,1.8127437e-06,2.8739455e-16,5.011943e-05,7.8257334e-17,3.872278e-12,0.56031096,3.18838e-15,1.6783679e-15,6.3483217e-06,5.1080546e-12,1.0815572,8.814919e-17,0.0,2.5718138e-16,1.0654333e-15,3.1673485e-06,4.3954462e-15,0.11638081,0.0,0.008330985,0.00041959333,5.207523e-06,3.1942258e-11,2.7294166e-14,1.0288314e-06,3.84447e-15
74,2.4838947e-16,2.2957857,2.1458622e-07,4.5194173e-16,3.9111284e-05,1.7132095e-16,1.0878998e-12,0.0,1.5277803e-15,3.530158e-15,7.428887e-06,4.3492614e-12,1.4893575,1.6492692e-16,1.4066942e-16,3.7742904e-16,7.0788137e-16,4.0149484e-07,2.2940248e-14,0.0,5.9595185e-12,0.0009762872,0.00010728239,1.403767e-06,5.071486e-10,1.7240422e-14,1.3434007e-07,7.658876e-15
75,2.0140197e-17,1.909723,4.971054e-05,3.75255e-17,8.137392e-05,3.121797e-17,8.398086e-13,0.0,-9.135427e-17,5.9685297e-17,1.8459658e-06,2.3833238e-13,0.8111679,2.4447462e-17,0.0,4.095106e-17,1.6488474e-16,-5.1748225e-06,9.017762e-16,0.0,0.0,-0.016987398,-4.291295e-05,-1.2226358e-06,1.1422193e-13,1.4511557e-17,3.468504e-05,3.8193404e-16
76,1.2220226e-17,3.1940248,5.8882375e-08,3.1966448e-17,0.00022283936,9.271267e-18,4.6467333e-13,0.0,2.6193702e-16,1.2754904e-16,3.917049e-06,1.1517894e-13,1.39184,1.1210308e-17,6.824422e-18,3.7092228e-17,1.3509372e-16,6.6023604e-06,1.0711429e-15,0.0,2.270763e-14,0.10303084,0.00027178205,3.486776e-06,3.1915786e-11,-8.10174e-15,1.2055504e-07,3.404824e-16
77,7.524234e-16,2.5840456,1.6901544e-06,1.5239498e-15,3.941347e-05,2.3035783e-15,1.4057166e-11,1.5875478,1.8865416e-14,1.0206211e-14,6.303298e-06,1.4806937e-11,1.5203857,3.8438596e-16,0.0,1.2515547e-15,3.181867e-15,3.3457907e-06,4.890326e-14,0.15180105,0.0,0.009242185,0.0005697886,5.0263916e-06,2.118959e-10,9.8984026e-14,5.876007e-07,1.0156218e-14
79,2.4577629e-18,2.0718694,2.2039771e-07,2.8743546e-18,1.0317436e-05,0.0,0.0,0.0,-1.0022242e-16,-3.4671894e-17,-8.194287e-06,1.1524699e-14,2.3359864,9.783117e-19,1.150077e-18,1.470103e-18,3.9669305e-19,-1.0171203e-05,3.9765322e-16,0.0,3.399802e-14,-0.014318879,-0.0011896425,-1.0233914e-05,7.284859e-12,2.1474342e-17,8.219828e-08,1.2648503e-16
80,1.0708431e-17,2.0023782,-6.195259e-08,1.4805499e-17,-0.0009207124,3.5327597e-19,6.173075e-13,0.0,7.976606e-16,3.7289257e-16,2.0935953e-05,1.8707141e-13,1.870562,1.6411015e-17,0.0,3.506075e-17,1.6166049e-16,1.3338552e-05,7.204505e-16,0.0,0.0,-0.22838612,0.00056502054,1.9335757e-05,6.939032e-12,-1.5237136e-15,4.1973047e-07,2.455524e-16
86,4.6637994e-16,3.2249098,5.401389e-07,9.79472e-16,1.6879152e-05,0.0,0.0,0.0,2.859469e-14,1.4101673e-14,1.1255889e-05,2.1952997e-11,2.0168383,1.9977419e-16,2.0459645e-15,4.6719145e-16,4.6132104e-16,8.520613e-06,4.0650538e-14,0.0,1.5504337e-11,0.021738661,0.001664069,9.871651e-06,5.7817257e-10,8.1803034e-14,2.1789127e-07,2.450735e-14
88,3.6148486e-14,2.1465082,2.7381948e-06,5.803994e-14,0.00010136126,5.2436886e-14,5.1105477e-11,0.0,3.2585702e-13,1.398491e-13,2.1611306e-06,3.936976e-11,1.6533641,1.735001e-14,9.8706606e-14,8.460675e-14,1.8337063e-13,4.461054e-07,2.7173114e-12,0.0,8.001117e-10,0.0016922312,0.00021933287,2.1735748e-06,3.4398617e-09,4.7832857e-12,2.6395594e-06,4.8551603e-13
89,6.162186e-19,4.39854,2.0833614e-08,1.6243128e-18,3.5096553e-05,6.7077715e-19,2.057839e-15,0.0,-3.8607524e-17,-1.5445103e-17,-6.84358e-06,8.764282e-14,2.2074404,4.4515945e-19,8.750586e-19,1.0157664e-18,8.572616e-20,-7.7622335e-06,1.9635952e-16,0.0,1.1770289e-14,-0.030850677,-0.0010084545,-7.3810975e-06,1.5702478e-11,0.0,1.2578385e-08,2.8048546e-17
90,7.467498e-16,1.2122366,3.299277e-06,8.7721045e-16,0.00010248365,7.8480927e-16,2.7284069e-11,3.548636,-4.328091e-15,2.4438779e-15,3.2416958e-06,8.398164e-12,0.8333309,9.412476e-16,0.0,1.727283e-15,7.992536e-15,-3.7026748e-06,2.3771192e-14,-0.20037739,0.0,-0.008330985,-5.2449166e-05,-2.4905544e-06,5.764119e-11,-6.4127265e-14,3.1653651e-06,2.548321e-15
92,1.0298933e-16,4.5581126,1.8859903e-07,3.794411e-16,0.00030917773,4.758046e-16,3.4009664e-12,0.37354067,2.0985584e-15,9.006449e-16,2.2962013e-06,2.33271e-12,1.4317336,7.700065e-17,2.7501841e-17,3.0699979e-16,8.632148e-16,1.159874e-06,1.3813535e-14,0.06982848,8.3484543e-13,0.029874388,0.00031707904,2.309423e-06,5.940252e-11,9.467064e-15,4.120152e-07,1.1360774e-15
93,2.2498775e-17,3.6135461,3.7281205e-07,7.094925e-17,3.02616e-05,2.364713e-17,3.012079e-13,0.0,9.503047e-16,4.742758e-16,7.0236747e-06,7.0612765e-13,1.1923724,1.9386108e-17,0.0,3.242159e-17,9.1234064e-17,4.193391e-06,1.1830458e-15,0.0,0.0,0.014839565,0.0005697886,6.0678963e-06,3.241641e-11,5.4701663e-15,1.7525639e-07,7.83684e-16
