,var_assetsavg,var_assetturnover,var_bvps,var_cor,var_de,var_debtc,var_debtusd,var_divyield,var_ebit,var_ebitda,var_ebitdamargin,var_ev,var_grossmargin,var_invcapavg,var_investments,var_liabilities,var_liabilitiesnc,var_netmargin,var_opex,var_payoutratio,var_rnd,var_roe,var_roic,var_ros,var_shareswa,var_taxexp,var_tbvps,var_workingcapital
1509,5.605845e-18,3.6186936,1.7412516e-07,1.7583339e-17,4.053587e-05,1.1215394e-17,1.4558659e-13,0.0,1.7496917e-16,1.0778357e-16,6.3933453e-06,1.2225884e-13,1.2145355,6.3992624e-18,0.0,9.35317e-18,2.7696694e-17,2.141306e-06,3.826842e-16,0.0,0.0,0.0091120135,0.00031707904,4.4829976e-06,1.4952784e-11,1.3613223e-15,1.0380824e-07,1.2074095e-16
1510,1.4409603e-18,2.3524082,4.6491856e-08,1.896065e-18,4.899703e-05,1.4906009e-19,4.0228664e-14,0.0,-1.2744676e-16,-4.5060366e-17,-1.5983362e-05,7.15683e-14,2.3581493,1.4556658e-18,0.0,2.8195473e-18,9.8761775e-18,-1.8379544e-05,3.5151624e-16,0.0,5.1974714e-14,-0.054346655,-0.0010179906,-1.9516889e-05,1.3945607e-11,-3.28022e-16,3.2104133e-08,8.919773e-17
1511,8.5857496e-19,4.3753767,2.1041951e-07,3.0277557e-18,1.5109215e-05,3.4633029e-18,8.568444e-15,0.0,1.8810198e-17,8.884039e-18,2.836484e-06,1.0036686e-14,1.4405986,8.210214e-19,0.0,6.512826e-19,2.0198512e-19,1.2490952e-06,1.0821714e-16,0.0,0.0,0.004751264,0.00026701394,2.5811198e-06,2.309577e-12,1.1533303e-16,9.47401e-08,5.262567e-17
1512,1.8539076e-15,1.5365292,4.734713e-07,2.4215916e-15,0.00065017113,1.4309912e-16,1.0878224e-10,0.0,-1.478814e-14,3.5016567e-15,1.4857774e-06,2.0827565e-11,1.276592,1.818371e-15,0.0,5.498016e-15,2.5130385e-14,-5.219433e-06,1.0706042e-13,0.0,1.192489e-11,-0.04855402,-9.536212e-05,-2.7169683e-06,2.0154303e-10,-9.985334e-14,8.865202e-07,1.9237402e-14
1515,1.4219843e-18,0.002573751,1.8553977e-06,0.0,1.0792297e-05,0.0,0.0,0.0,-1.5716863e-16,-6.455261e-17,-0.017500296,8.7927265e-14,4.4326115,1.3220941e-19,0.0,8.813203e-19,3.1194797e-18,-0.01811875,3.166674e-16,0.0,1.129618e-13,-0.04289155,-0.013813203,-0.018391792,4.975886e-13,0.0,7.0512084e-07,1.0000884e-16
1518,1.6299192e-17,4.2801476,2.0483828e-06,5.657337e-17,3.039111e-05,0.0,0.0,0.0,7.7289464e-16,3.6006637e-16,6.213251e-06,2.4974266e-13,1.4228684,6.5550846e-18,0.0,2.3770332e-17,2.4303367e-17,4.10417e-06,1.6930954e-15,0.0,2.2759328e-13,0.017898599,0.0013708305,5.7509164e-06,4.3065907e-12,4.8669e-15,1.0151927e-06,7.345238e-16
1519,1.25907055e-17,4.56326,6.572457e-07,4.3900874e-17,2.9873077e-05,0.0,0.0,0.0,3.4151434e-16,1.9200985e-16,4.007097e-06,3.2672741e-13,1.5957402,1.0030106e-17,0.0,1.6446074e-17,5.3028776e-17,1.2490952e-06,1.8068972e-15,0.0,0.0,0.006248238,0.00039575278,3.079231e-06,9.444533e-12,4.660974e-15,3.7095268e-07,4.5662985e-16
1523,3.6863374e-18,0.07721252,6.4847364e-07,0.0,3.8938608e-05,1.1564198e-17,6.4202367e-14,0.0,-8.906521e-16,-3.7905018e-16,-0.001599867,1.0936047e-13,4.4326115,6.070389e-19,5.1003414e-19,3.449328e-18,7.74393e-18,-0.0014875386,9.447091e-16,0.0,2.0926792e-13,-0.097238205,-0.017048363,-0.001622664,1.5415107e-12,-2.0447475e-15,1.4187248e-07,1.426641e-18
1524,4.8831813e-18,2.5737507,7.949669e-08,6.0518903e-18,1.6835982e-05,5.0334267e-18,4.275477e-14,0.0,-4.2942043e-17,1.428552e-17,1.3507066e-06,6.5973334e-13,2.646269,4.1439912e-18,3.5424013e-17,4.7676234e-18,6.943233e-18,-2.0074744e-06,8.7331977e-16,0.0,1.6440332e-13,-0.0040353206,-0.0001215867,-1.7660294e-06,4.0231134e-11,1.2519328e-17,3.488308e-08,2.813374e-16
1525,3.976341e-17,1.7115444,3.7535592e-06,6.113245e-17,1.1353497e-05,1.7462565e-17,1.3987775e-13,1.4007773,1.15495134e-17,5.6976975e-17,9.905182e-07,3.197519e-13,1.094855,2.6708297e-17,2.3886599e-17,2.6490682e-17,3.4369047e-17,1.7844218e-07,1.7676032e-15,2.2542455,0.0,0.00019525744,4.768106e-06,9.0565614e-08,7.011866e-12,-3.2270941e-16,1.501764e-06,2.5606765e-15
1527,8.5881034e-18,2.4502108,8.3224805e-08,1.0558237e-17,6.639421e-05,4.9861103e-18,2.735709e-13,4.015562,3.1246196e-16,1.815598e-16,1.0400442e-05,2.192667e-13,2.5709145,8.5747875e-18,0.0,1.6779134e-17,6.059411e-17,3.791896e-06,9.302265e-16,0.4204889,6.2273286e-14,0.014058536,0.00042436144,7.698077e-06,3.4262055e-11,2.314248e-15,5.3055917e-08,2.1319776e-16
1528,8.944032e-18,3.7242174,2.0548522e-07,3.3462556e-17,2.7844126e-05,6.0111665e-17,1.9980378e-13,0.0,2.765863e-16,1.3424493e-16,4.8625443e-06,1.4310279e-13,0.70478517,9.5570165e-18,0.0,1.2034975e-17,1.833708e-17,2.1859164e-06,2.470966e-16,0.0,0.0,0.0078102974,0.00033615148,4.3018663e-06,2.3732502e-11,2.581989e-15,1.1269355e-07,-3.5390684e-17
1530,4.5414942e-17,0.7798465,6.034072e-07,1.4678327e-17,7.144501e-05,0.0,2.1618265e-12,0.0,-1.3865072e-15,-5.4876745e-16,-1.8639752e-05,1.7606767e-12,2.8944952,3.664972e-17,2.9073445e-16,1.1167669e-16,5.441992e-16,-1.9985524e-05,4.208129e-15,0.0,7.722217e-13,-0.020892547,-0.00043866574,-2.033198e-05,2.9222177e-11,-2.7260997e-15,2.6187905e-07,1.3810147e-15
1532,5.675371e-16,3.3844824,1.9248068e-06,1.6675191e-15,6.548766e-05,2.7729925e-15,1.2410097e-11,2.334629,1.5097715e-14,8.992397e-15,5.6279446e-06,1.4051114e-11,1.2101029,4.1377377e-16,0.0,1.1390814e-15,2.2338808e-15,2.9889063e-06,3.737153e-14,0.21049745,0.0,0.014449051,0.00042436144,4.0754526e-06,1.0196808e-10,5.072135e-14,1.3124667e-06,7.198647e-17
1533,6.536239e-18,3.634136,1.2094462e-07,1.7584416e-17,3.3671964e-05,4.4507482e-17,1.4401665e-13,0.0,1.4583939e-16,1.0083813e-16,5.0876615e-06,1.02760967e-13,1.6843923,6.204516e-18,0.0,9.790831e-18,1.2878379e-17,1.6505901e-06,7.7713187e-16,0.0,6.5097064e-14,0.0060529807,0.0002741661,3.1697964e-06,2.7136057e-11,1.0254807e-15,6.994898e-08,2.0290996e-16
1534,9.228326e-18,1.0603853,3.6239524e-07,3.515608e-18,1.8821765e-05,0.0,0.0,0.0,-1.106372e-15,-4.3431527e-16,-5.3442964e-05,3.5975397e-14,3.0983953,-3.1944263e-19,0.0,6.8558776e-18,7.6724914e-18,-5.8529033e-05,2.1032377e-15,0.0,2.2243992e-13,-0.046731614,0.040245198,-5.87318e-05,1.1351336e-11,0.0,4.5560082e-08,-1.7996618e-17
1535,1.2051507e-18,0.35003012,-2.6206493e-08,0.0,-0.0003131061,0.0,3.781556e-14,0.0,-4.0298275e-16,-1.6748164e-16,-0.00047639426,2.98525e-14,4.4326115,3.7381352e-19,0.0,2.6784456e-18,8.139222e-18,-0.0005007087,5.407422e-16,0.0,1.933131e-13,-0.312477,-0.012525815,-0.0004948052,3.6771675e-12,0.0,5.473791e-08,2.6582642e-17
1536,4.7133657e-16,1.3692354,1.585438e-06,3.2254205e-16,1.4159495e-05,0.0,0.0,0.0,1.6354617e-14,8.017861e-15,1.494782e-05,1.4480323e-11,2.5797799,2.5853574e-16,2.3332137e-15,4.0484644e-16,2.0871939e-17,9.457434e-06,2.1272624e-14,0.0,6.401863e-12,0.0098279575,0.0007342883,1.3132013e-05,2.0360423e-10,1.026824e-13,7.036582e-07,2.0232976e-14
1537,7.4292896e-17,2.2391632,8.5450716e-07,1.3383033e-16,0.00013555125,5.4167492e-17,2.836012e-12,0.0,1.0765754e-15,6.754454e-16,4.8625443e-06,9.942447e-13,1.4450314,8.8617156e-17,0.0,1.7656177e-16,7.7519783e-16,8.922108e-07,4.8353257e-15,0.0,0.0,0.0050766934,0.00014065913,3.3509277e-06,1.719931e-11,4.3313546e-15,8.847284e-07,2.4404724e-15
1538,3.023569e-15,1.8402318,4.7562044e-06,4.666282e-15,5.9271297e-05,4.7893487e-15,1.1985254e-10,1.6809328,4.3340443e-14,2.6240068e-14,5.672968e-06,7.031805e-11,1.3209182,1.846144e-15,1.3175882e-15,9.044556e-15,3.6407424e-14,3.3457907e-06,1.2251334e-13,0.16293313,9.0493125e-12,0.008070641,0.00027178205,4.0301697e-06,3.6188263e-10,2.1421824e-14,1.5426073e-06,3.1582426e-14
1540,4.1034968e-17,3.9018064,1.7278742e-06,1.4371601e-16,2.3052346e-05,2.7595773e-17,3.176485e-13,0.9338516,1.5217674e-15,7.842382e-16,5.898086e-06,6.128405e-13,1.0992876,2.6178189e-17,0.0,4.5091822e-17,1.07110076e-16,3.033517e-06,2.3968212e-15,0.0576844,1.4025403e-13,0.010804244,0.000674687,4.9358255e-06,1.2782427e-11,1.1451692e-14,7.293635e-07,1.6356505e-15
1545,1.1182627e-16,1.8402318,1.8779859e-06,1.2725605e-16,1.381414e-05,4.2804525e-17,5.973376e-13,0.0,3.2118363e-15,1.5837427e-15,9.274852e-06,2.959147e-12,2.1365187,3.602973e-17,1.8651248e-18,9.154514e-17,2.6961353e-16,7.494571e-06,7.659013e-15,0.0,1.6965914e-12,0.010608988,0.001034679,8.105622e-06,3.9823738e-11,4.601546e-15,6.7436963e-07,6.106089e-15
1546,5.8528964e-17,2.6175044,9.561533e-07,1.2472888e-16,0.00010153393,4.4718476e-17,1.7857175e-12,0.9338516,2.5435125e-15,1.326056e-15,1.0400442e-05,1.0988692e-12,1.4095703,6.916649e-17,2.1183168e-16,1.3681898e-16,5.552269e-16,4.639496e-06,2.2490186e-15,0.04958834,0.0,0.02642484,0.0004267455,8.603733e-06,1.5902474e-11,1.8219606e-14,9.2911847e-07,1.1148349e-15
1547,2.0976567e-17,4.782029,1.1990294e-06,8.167839e-18,1.7656199e-05,1.1007005e-19,3.3218185e-13,0.0,1.95309e-15,8.805117e-16,1.0580536e-05,2.3283125e-12,4.1311936,4.5708363e-18,0.0,4.27725e-17,7.143847e-17,9.01133e-06,7.670305e-15,0.0,1.0760844e-12,0.1376565,0.0049659824,1.0098066e-05,2.2801235e-11,1.9893418e-15,5.633215e-07,3.2467023e-15
1548,3.774984e-17,1.9792143,2.1403798e-07,6.81066e-17,6.7991474e-05,4.8814687e-17,1.3915971e-12,0.0,-1.6225876e-16,1.2574536e-16,2.0260602e-06,4.224859e-13,1.0460963,3.163327e-17,0.0,7.4425086e-17,3.060924e-16,-3.8811168e-06,1.7481952e-15,0.0,1.6896859e-13,-0.011064588,-5.9601327e-05,-1.1320701e-06,5.7706874e-11,7.159035e-16,8.826808e-08,7.918643e-16
1549,4.778164e-17,4.246689,8.5154653e-07,2.2198427e-16,6.820732e-05,5.3917068e-17,9.548595e-13,22.599209,2.3646735e-16,5.1689354e-16,3.061602e-06,4.5449373e-13,0.37233937,5.0934106e-17,0.0,8.7619126e-17,2.432813e-16,-4.4610545e-08,1.5534898e-15,-21.083649,0.0,-0.00039051488,5.4833217e-05,5.8867647e-07,1.7016184e-11,9.798757e-16,7.327641e-07,2.914405e-16
1550,1.6860305e-17,3.026731,7.227071e-07,4.2772212e-17,1.4807031e-05,4.828254e-17,1.4329641e-13,2.1478586,9.407198e-16,4.635575e-16,1.0940724e-05,4.762671e-13,1.3209182,1.2364718e-17,4.3907938e-17,1.393918e-17,1.2268366e-17,7.2715184e-06,8.1804213e-16,0.11840482,0.0,0.01757317,0.0008844836,9.554672e-06,1.469153e-11,4.660974e-15,2.5412723e-07,5.35828e-16
1551,3.2421764e-17,0.908534,1.0547292e-06,3.495513e-17,7.166085e-06,7.400908e-18,1.8310343e-14,0.0,-1.4615791e-15,-4.91816e-16,-2.0080506e-05,2.8864283e-13,0.031028282,9.2659755e-18,1.9923835e-17,1.4817443e-17,7.5486647e-19,-2.404508e-05,2.211783e-15,0.0,5.347546e-13,-0.014318879,-0.0018333368,-2.5765916e-05,2.2124991e-11,-2.1656773e-15,3.96987e-07,2.1514794e-15
1552,8.788426e-18,0.4478326,-6.085609e-08,1.1225489e-18,-0.0001015771,0.0,0.0,0.0,-1.5960653e-15,-6.2953167e-16,-0.00019225058,8.282851e-13,3.373217,3.1113644e-19,0.0,4.1691385e-17,1.9097169e-16,-0.00020712675,2.330547e-15,0.0,8.41586e-13,0.13915347,-0.059608478,-0.0002103839,7.607859e-11,-2.7641062e-17,2.2670344e-08,2.559839e-16
1553,1.1703612e-15,1.4644642,2.8879774e-06,1.2855509e-15,4.252165e-05,8.943695e-19,2.957646e-11,1.8677032,2.2965077e-14,1.2202781e-14,8.554475e-06,2.554817e-11,1.6489315,4.8044434e-16,0.0,2.0290884e-15,8.6223854e-15,6.067034e-06,4.315719e-14,0.1872213,2.3891009e-12,0.009046928,0.0005554843,6.973552e-06,1.864559e-10,9.605269e-15,7.0427984e-07,2.2139114e-14
1554,5.9020186e-16,2.4141784,3.3805279e-07,1.380238e-15,0.00014811348,1.5651467e-16,2.3298943e-11,0.28015548,7.173796e-15,6.542132e-15,5.5378973e-06,1.2312389e-11,0.83776355,6.1985723e-16,0.0,1.518717e-15,6.6723525e-15,1.159874e-06,1.9937365e-14,0.07691253,0.0,0.00683401,0.00013350697,2.6264026e-06,3.4224143e-10,3.745364e-14,3.2656266e-07,8.31771e-15
1555,7.246022e-17,2.179967,4.2347062e-07,1.3226838e-16,6.496963e-05,2.875398e-16,2.157412e-12,2.7081695,1.8127973e-15,1.2340752e-15,9.409923e-06,8.567939e-13,1.3253508,7.3656423e-17,5.1503448e-17,1.4758514e-16,4.8721033e-16,3.3011802e-06,2.9038566e-15,0.14724702,0.0,0.009762872,0.00028608635,5.97733e-06,6.0539906e-11,1.0503603e-14,3.132164e-07,7.8399813e-16
1556,2.3117316e-15,2.2340157,2.6220748e-06,4.3161474e-15,5.262324e-05,5.2320616e-16,4.1676773e-11,2.4280143,4.328091e-14,2.5652413e-14,5.988133e-06,3.5365277e-11,1.3297834,1.3805636e-15,1.5026006e-15,4.336323e-15,1.5552153e-14,3.4350116e-06,1.12882834e-13,0.18469128,8.925631e-12,0.010023215,0.0003647601,4.3471496e-06,3.5470324e-10,1.05727066e-13,1.0766951e-06,3.290436e-14
1558,1.4791408e-16,2.9855509,6.263242e-07,3.8729446e-16,7.757503e-05,1.9435544e-16,5.624074e-12,1.3073922,3.262291e-15,2.3049103e-15,6.2582744e-06,1.9462377e-12,1.174642,1.6891825e-16,0.0,3.1169928e-16,1.3372948e-15,1.4275374e-06,8.437541e-15,0.100188695,0.0,0.007029268,0.00022410098,3.8490384e-06,7.239402e-11,2.2522628e-14,4.1731715e-07,8.3336776e-16
1560,6.4413843e-16,2.7745032,1.4862043e-06,1.2765428e-15,5.2018873e-05,1.5615692e-15,8.387353e-12,1.5875478,5.252052e-14,2.4230545e-14,1.6298527e-05,1.629174e-11,1.7819098,4.1136534e-16,0.0,1.148903e-15,2.544162e-15,1.2535562e-05,4.6899123e-14,0.058696404,0.0,0.049660478,0.0014828809,1.5260306e-05,1.6772708e-10,1.5624111e-13,8.952958e-07,1.5776819e-14
1561,9.871234e-18,1.7218393,6.4957015e-07,8.628627e-18,4.5327647e-06,0.0,0.0,0.0,4.74691e-16,2.670125e-16,1.8909894e-05,3.193505e-13,2.5487516,9.494051e-18,1.001092e-16,3.348057e-18,0.0,9.05594e-06,5.248629e-16,0.0,2.5766834e-14,0.0096977865,0.0005817089,1.4490497e-05,1.279848e-11,4.035595e-15,2.394281e-07,6.072648e-16
1564,4.2019563e-16,2.0847383,3.3944536e-06,7.2817797e-16,5.581776e-05,3.5489031e-16,8.682598e-12,0.0,6.819184e-15,4.3009055e-15,5.898086e-06,5.653405e-12,1.3475138,3.1236383e-16,0.0,7.919355e-16,2.7929584e-15,2.5428008e-06,1.9958392e-14,0.0,2.7965878e-12,0.007029268,0.0002527096,4.0301697e-06,4.7151318e-11,3.6439212e-14,1.7851434e-06,1.2692262e-14
1566,8.432109e-18,4.0227723,9.296178e-07,2.5692268e-17,1.2044205e-05,0.0,0.0,0.0,2.5644087e-16,1.292202e-16,4.5924025e-06,1.1322883e-13,1.6223358,5.9874e-18,0.0,6.1574564e-18,1.2342186e-17,2.3643586e-06,1.0195477e-15,0.0,0.0,0.0071594394,0.00049826707,3.939604e-06,6.195205e-12,2.1173054e-15,3.305848e-07,5.372154e-16
1567,1.6667244e-17,1.7527243,3.2445615e-07,2.528792e-17,1.3080265e-05,4.851955e-18,1.378531e-14,0.0,-5.0034993e-16,-1.3364039e-16,-5.4928737e-06,7.844562e-13,1.2189682,5.511736e-18,1.226332e-16,1.7584502e-17,1.1715908e-17,-8.743666e-06,1.498831e-15,0.0,4.1814417e-13,-0.014253793,-0.0010537514,-8.87543e-06,4.676589e-11,0.0,1.1719105e-07,1.2332199e-15
1568,1.2495156e-16,0.9780253,2.231609e-06,1.01125596e-16,8.374823e-06,1.350498e-18,2.2083048e-14,0.0,-1.2425847e-15,-2.517207e-16,-2.4762955e-06,2.0770052e-12,1.3652443,6.214307e-17,6.3045467e-16,6.7937614e-17,6.587341e-17,-2.9889063e-06,6.7203327e-15,0.0,1.661363e-12,-0.0019525744,-0.00023125314,-5.2528053e-06,4.0973478e-11,-1.2402544e-14,7.025613e-07,6.617769e-15
1569,2.5600298e-16,4.866963,7.390451e-08,1.3624915e-15,0.0002689872,2.2359237e-16,3.872278e-12,0.0,-1.7316264e-14,-5.997989e-15,-5.8080386e-06,2.9385101e-12,0.37233937,4.1786445e-17,6.5138607e-16,6.6644663e-16,9.622714e-16,-5.7993702e-06,3.3414565e-14,0.0,0.0,-0.07074828,-0.004815787,-7.1999657e-06,3.7843476e-10,-9.752458e-15,1.5287857e-07,3.6250422e-15
1570,6.210625e-18,2.6380944,6.754477e-08,1.1139076e-17,6.307018e-05,2.2757233e-17,1.7127638e-13,0.0,-3.621725e-16,-1.4618554e-16,-1.0715607e-05,1.5480003e-13,1.9104555,3.0083173e-18,0.0,1.10468416e-17,2.8589675e-17,-1.2223288e-05,1.2074162e-15,0.0,1.1444597e-13,-0.0477079,-0.0013994392,-1.1501833e-05,2.9244027e-11,-2.3771313e-16,2.2962865e-08,2.6189987e-17
1571,1.8931902e-16,2.8697321,1.071067e-06,4.256792e-16,1.8519582e-05,1.5651467e-16,3.872278e-13,0.0,3.7351663e-15,1.832142e-15,4.0521204e-06,2.5494205e-12,1.5248184,9.828712e-17,1.0106476e-15,1.8917046e-16,1.5842671e-17,9.368214e-06,1.6075383e-14,0.0,3.0474538e-12,0.022780035,0.0004410498,3.5773419e-06,1.0753158e-10,-1.4443492e-13,4.4225456e-07,6.1510347e-15
1573,5.3634924e-17,1.2714329,2.3234963e-06,5.3295396e-17,2.352721e-05,0.0,9.957286e-13,0.56031096,1.2919381e-15,7.477653e-16,1.3191902e-05,1.6575756e-12,1.529251,6.758212e-17,1.448922e-16,6.332586e-17,2.935097e-16,5.843981e-06,1.2235529e-15,0.098164685,0.0,0.0067689246,0.00022171694,9.826368e-06,1.3074804e-11,8.729047e-15,1.1969577e-06,7.1777056e-17
1576,4.4641277e-17,0.7257977,5.5592857e-08,4.222614e-18,5.7846714e-06,4.0581928e-18,1.4412159e-13,0.0,-4.0191054e-16,-1.1420741e-16,-4.232214e-06,2.3893634e-12,3.9494567,2.753024e-17,5.003355e-16,1.7688975e-17,4.0328324e-17,-6.111644e-06,4.3681083e-15,0.0,1.2271263e-12,-0.0029288616,-0.00016926776,-6.4301585e-06,6.1962463e-10,-1.2505349e-15,2.1024915e-08,3.9720255e-15
1577,2.9696923e-18,1.5210868,1.389273e-07,5.9343463e-18,0.00021122684,3.5980487e-17,9.543505e-14,0.0,-4.740063e-16,-1.8419148e-16,-4.9030652e-05,1.5851708e-13,-0.44326115,1.3659463e-18,2.6034243e-17,8.532089e-18,6.6009145e-18,-7.677474e-05,9.954347e-16,0.0,1.4134654e-13,0.65300596,-0.0040314337,-5.447521e-05,3.2798863e-12,0.0,3.2257705e-07,7.6200957e-17
1579,7.271549e-17,3.4539735,4.400169e-06,2.4047247e-16,2.4304254e-05,2.5677349e-17,6.579221e-13,0.0,1.4387777e-15,6.67742e-16,3.1966727e-06,1.4572195e-12,0.87765706,4.3071106e-17,1.6409598e-16,8.808838e-17,1.7717454e-16,1.7398112e-06,3.680583e-15,0.0,0.0,0.0053370367,0.00038860063,2.988665e-06,9.2991405e-12,1.0522262e-14,1.964422e-06,2.3356076e-15
1580,1.6943193e-18,3.490006,1.0739179e-06,4.079328e-18,1.118082e-05,3.0050816e-18,8.961558e-15,0.0,3.4410406e-17,1.8255626e-17,3.6919316e-06,1.8786788e-14,1.870562,1.4459611e-18,2.2976538e-18,1.2436263e-18,3.2861694e-19,4.550275e-06,2.259862e-16,0.0,1.0141826e-14,0.010999503,0.00027655013,3.0339481e-06,1.1670714e-12,-4.394929e-16,4.5099358e-07,8.240488e-17
1581,5.3317535e-15,4.035641,3.2782239e-06,2.4259122e-14,5.4781704e-05,8.161122e-15,8.171613e-11,2.5213995,6.114098e-14,3.764824e-14,2.116107e-06,5.7626143e-11,0.24822626,4.203824e-15,2.7131815e-14,9.7905565e-15,2.0600471e-14,1.070653e-06,8.020526e-14,0.23883365,0.0,0.005402122,0.00016926776,1.4943325e-06,6.1492994e-10,2.0247078e-13,2.2417314e-06,9.2784016e-14
1582,9.311977e-18,1.2508429,4.610369e-05,8.98569e-18,2.3311363e-06,1.9228946e-19,4.75737e-16,0.0,-3.9321926e-17,2.5984565e-17,2.7014132e-06,9.0616626e-13,1.5691445,8.881716e-18,1.7742438e-16,2.5007847e-18,0.0,-8.948875e-05,2.8450442e-16,0.0,1.5851756e-14,-0.317033,-5.2449166e-05,-1.7660294e-06,2.6152626e-13,5.182699e-17,1.6207578e-05,9.97065e-16
1583,9.441512e-18,3.4642684,7.207334e-07,2.941494e-17,4.2651158e-05,5.902839e-17,1.6368672e-13,0.0,1.468991e-16,9.379483e-17,3.4668137e-06,4.4682926e-14,1.094855,6.7342287e-18,1.19282985e-17,1.5826227e-17,3.7981454e-18,1.4721478e-06,9.185744e-16,0.0,0.0,0.0053370367,0.0002527096,2.309423e-06,5.8069777e-12,7.0692015e-16,4.5699028e-07,2.818336e-16
1584,1.0047781e-17,4.95447,1.843446e-06,3.8806027e-17,1.2432725e-05,0.0,0.0,0.8404664,3.5262228e-16,1.9422026e-16,4.68245e-06,1.7206257e-13,1.5381162,6.636772e-18,0.0,7.541075e-18,9.858568e-18,2.7658534e-06,1.4408564e-15,0.055660386,0.0,0.01041373,0.0006174697,3.6679073e-06,3.7172795e-12,1.8429677e-15,7.070588e-07,4.4183025e-16
1585,6.436338e-17,4.902995,9.856493e-07,3.0844498e-16,3.7816208e-05,5.5365945e-17,5.783413e-13,0.0,2.6610616e-15,1.2789031e-15,4.8625443e-06,1.4045499e-12,0.80230266,2.901458e-17,0.0,1.1484971e-16,1.327803e-16,3.6134538e-06,2.8756267e-15,0.0,2.4047672e-13,0.0183542,0.0010656717,4.3924324e-06,3.476175e-11,8.193502e-15,4.887653e-07,2.6190117e-15
1586,1.4133972e-16,3.0601897,-2.182047e-07,3.1556914e-16,-0.0003702621,1.6948302e-16,9.078832e-12,0.0,4.3042775e-15,2.3033517e-15,6.3933453e-06,5.1654674e-12,1.7242858,1.8805656e-16,0.0,5.3053824e-16,2.1933992e-15,1.3383162e-06,1.3074706e-14,0.0,4.63803e-13,-0.01757317,0.00026701394,5.1622396e-06,7.408293e-11,2.5153367e-14,4.6814262e-07,3.393835e-15
1588,4.860521e-16,4.64562,-4.0965466e-07,2.1910085e-15,-0.00063937885,4.8117083e-16,2.6414468e-11,5.1361837,5.515786e-15,4.6271436e-15,2.4762955e-06,4.2979817e-12,0.8288984,5.100418e-16,0.0,1.7099972e-15,6.457085e-15,-8.922109e-08,3.8202253e-14,-0.83136374,0.0,0.0026034324,0.0001263548,1.2679186e-06,7.366673e-11,1.9901564e-14,1.5535402e-06,9.428919e-15
1589,7.880861e-17,3.0730584,2.060335e-06,2.1837531e-16,5.404782e-05,9.479423e-17,1.9508978e-12,0.0,-9.205081e-16,9.8585496e-17,4.952591e-07,8.671757e-13,1.0859898,8.1788006e-17,0.0,1.3647894e-16,5.1248765e-16,-3.4350116e-06,4.8028687e-15,0.0,0.0,-0.01366802,-0.00013112291,-1.9924435e-06,1.38333225e-11,8.570112e-15,1.2428834e-06,8.4857656e-16
1590,1.1112027e-17,4.148886,4.5888777e-07,3.774805e-17,2.236164e-05,0.0,0.0,1.4941627,4.9207474e-16,2.2715417e-16,5.9431095e-06,3.6904242e-13,1.39184,3.867769e-18,0.0,1.4016441e-17,1.088246e-17,3.568843e-06,9.468778e-16,0.145729,0.0,0.013798192,0.0014781129,5.5245023e-06,1.541298e-11,3.118603e-15,1.7214836e-07,4.8140625e-16
1591,1.9259037e-15,1.2997441,7.910195e-07,1.5305633e-16,7.960398e-05,4.4718474e-16,7.5645504e-11,0.0,5.91853e-14,3.0238676e-14,1.4497585e-05,1.5599677e-10,4.206548,1.425787e-15,7.796022e-15,4.6422755e-15,2.1996856e-14,9.725098e-06,1.7909076e-13,0.0,5.3118846e-11,0.020111516,0.00048157873,1.227164e-05,8.3197627e-10,1.612856e-13,4.6097585e-07,9.735974e-14
1592,1.1413748e-16,4.5272274,1.458353e-07,2.6658827e-16,0.0007691886,9.761596e-17,3.85909e-12,0.0,1.2666363e-15,1.2866959e-15,3.0165784e-06,1.446246e-12,2.5177233,6.846602e-17,0.0,3.6005012e-16,1.35083e-15,-1.7844218e-07,3.0294096e-14,0.0,0.0,-0.0065736673,0.00021456477,1.2679186e-06,3.621011e-11,1.5342863e-14,5.525348e-07,1.2937801e-15
1593,4.723138e-18,1.5262343,7.64484e-07,5.4526753e-18,5.8278406e-06,1.067146e-17,2.640191e-14,0.0,1.0141446e-16,5.0117252e-17,8.374382e-06,1.2683401e-14,1.6223358,4.3414794e-18,0.0,1.8850416e-18,9.091664e-19,5.5763176e-06,1.5478136e-16,0.0,0.0,0.0057275514,0.00027178205,7.2905314e-06,4.76396e-12,4.3879012e-16,2.791012e-07,3.6680783e-16
1594,1.12170605e-17,2.7693558,7.843307e-07,2.6463137e-17,4.9385555e-05,1.411446e-17,3.3247152e-13,2.8015547,3.336938e-16,1.9845386e-16,7.699028e-06,1.4224986e-13,1.2721595,1.2745208e-17,0.0,1.9476234e-17,7.945743e-17,2.721243e-06,5.4971337e-16,0.144211,0.0,0.009437443,0.00030515878,5.569785e-06,5.671916e-12,2.0718013e-15,4.869005e-07,3.473624e-16
1595,3.538234e-18,0.0,2.370646e-07,0.0,2.287967e-06,0.0,0.0,0.0,-3.705965e-16,-1.5731265e-16,-0.11088402,1.6305449e-13,4.4326115,2.1951841e-18,4.721316e-17,4.7187087e-19,1.1906411e-20,-0.111080244,4.6296296e-16,0.0,9.7604765e-14,-0.031957135,-0.0019620757,-0.11275419,9.828058e-12,0.0,8.325866e-08,2.5411224e-16
