,0
715,-5.586844e-17
716,9.079495e-16
717,4.62024
718,3.5613537e-16
719,2.0901086
720,3.520183
721,1.7600915
722,8.943107e-15
724,-3.7674035e-15
727,2.4201257
732,-7.61899e-16
733,2.119201e-14
734,8.47044
735,-1.6486915e-15
738,4.1802173
740,1.4996558e-15
741,8.781867e-15
742,4.5166575e-15
743,1.1662455e-16
745,3.0835022e-16
746,2.4045986e-15
748,3.797129e-16
752,2.0553912e-16
754,3.2130456e-16
755,-2.1001214e-13
756,-4.2033756e-15
757,-1.3255377e-14
758,3.176845e-16
761,-6.786463e-17
763,5.500286
764,1.3649573e-15
765,1.8954132e-14
766,7.8231395e-15
767,-1.8507693e-15
768,1.2100629
769,1.8700973
770,2.1929721e-15
771,2.1303156e-14
773,9.3789913e-17
774,1.6500857
776,-5.8507954e-16
777,3.4718307e-15
778,-1.2933539e-15
779,7.308602e-16
780,2.0225946e-14
781,1.4907914e-15
782,0.8800458
783,9.072549e-15
784,3.0801601
785,3.043881e-15
788,1.1000571
789,6.4564213e-16
790,-5.2630996e-16
791,2.2001143
792,2.8601487
793,3.3001714
794,-1.5667999e-15
795,0.4400229
796,5.7202973
797,-5.8263356e-15
798,0.77004004
800,4.413241e-15
801,1.9801028
804,-3.7732446e-17
805,-1.5439055e-16
806,-7.313494e-16
807,-9.756037e-16
809,4.327436e-16
810,2.7736389e-14
812,0.8800458
813,2.572877e-15
814,5.0681645e-15
815,4.0702114
816,1.0365496e-14
817,4.749711e-15
818,-2.7860743e-15
821,-3.8110788e-17
822,2.5301316
823,1.6500857
824,0.9900514
825,-1.4307837e-14
826,1.9453113e-14
828,3.9673872e-16
829,-6.6986715e-15
830,3.9602056
831,5.2664985e-15
834,1.08906e-14
835,3.1901658
837,2.4201257
838,1.3200686
839,-8.836853e-15
840,1.4201778e-16
841,-2.3383612e-16
845,1.2100629
846,-1.8511212e-16
847,-3.1795854e-16
848,-1.7391441e-17
852,6.3252185e-15
854,5.581737e-16
855,1.1635616e-15
856,9.669236e-16
858,4.9721e-15
859,4.290223
864,6.782324e-15
865,0.11000572
866,-1.9105097e-15
867,1.1000571
868,-6.7059117e-16
869,3.073135e-16
870,1.2100629
871,0.9900514
872,-4.4027722e-18
873,4.7738773e-15
875,3.7638812e-16
880,-1.969184e-14
881,2.889197e-16
882,9.680503
883,2.8465391e-15
884,2.1192011e-16
885,3.6301887
887,2.5301316
888,-1.7667661e-16
889,1.8055445e-15
891,4.1802173
892,3.0801601
893,5.8507954e-15
894,2.0626744e-16
895,5.060263
896,-2.1963965e-15
898,-1.1689644e-13
900,3.6720102e-15
901,-1.5408569e-15
902,-1.717815e-17
904,7.505269e-14
905,1.7600915
906,1.285953e-16
907,1.3174366e-14
910,1.0811252e-15
912,5.948635e-15
913,2.7617035e-16
914,1.253303e-14
915,2.3519318e-14
916,-3.646963e-15
917,2.8601487
919,7.230331e-14
921,5.7367144e-15
922,1.6950674e-14
923,0.9900514
926,0.77004004
927,7.1403183e-16
928,-3.8783534e-15
931,4.1846883e-15
932,-2.8549534e-16
933,-4.4212425e-16
934,-1.508288e-15
935,2.8601487
937,3.8028213e-15
940,2.0166654e-15
941,-4.3957103e-16
942,3.1901658
943,1.5659095e-14
945,-7.864917e-15
947,3.9602056
948,3.4986387e-15
949,1.1000571
950,2.3702962e-14
951,2.121158e-15
952,1.2100629
953,-1.1043132e-15
955,-6.116933e-15
956,-4.9712093e-15
957,5.813616e-14
958,4.290223
961,6.6058845e-16
964,2.5301316
966,2.0901086
967,-1.2112516e-16
968,4.0702114
970,2.2001143
971,4.1386062e-13
972,9.115696e-16
974,-2.6044844e-16
976,-7.248226e-17
977,4.6317164e-14
978,-1.1736813e-14
980,-7.0610683e-16
981,4.5602936e-16
982,-9.401191e-15
983,3.0801601
985,9.979618e-15
986,2.0943596e-14
987,-5.4863438e-15
990,1.9526393e-14
992,1.778094e-14
994,1.05523695e-14
996,1.1522818e-13
997,-4.365074e-15
999,-1.1583205e-15
1000,2.4905994e-15
1002,1.3200686
1003,3.8502002
1004,-1.0126377e-16
1005,5.340999e-16
1006,1.5970323e-15
1009,0.8800458
1010,1.309678e-15
1011,-4.560284e-17
1013,-3.1224461e-15
1014,-5.420302e-17
1015,6.7274365e-14
1016,1.7600915
1018,2.31012
1019,1.2518941e-14
1020,7.7004004
1021,0.22001144
1023,4.995679e-16
1024,-1.0271179e-15
1025,-8.554195e-15
1026,-3.563115e-15
1029,1.2100629
1030,1.7317572e-14
1031,2.0207092e-16
1032,1.325342e-14
1034,4.009458e-15
1035,-2.9473236e-15
1036,1.8423156e-14
1037,3.767208e-15
1038,5.958419e-16
1039,4.178133e-15
1040,1.5400801
1041,-1.1735532e-15
1043,1.4300743
1044,-7.0689935e-15
1045,1.7711007e-15
1047,-1.4867393e-15
1048,-3.6161623e-16
1049,4.3832047e-16
1051,0.9900514
1053,-2.7003669e-15
1055,0.33001715
1056,0.8800458
1057,1.3204971e-16
1059,1.6500857
